"No.","Time","Source","Destination","Protocol","Length","Info"
"3735","396.215068","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11467 Win=64519 Len=0"
"3741","397.080121","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3742","397.134359","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11513 Win=64473 Len=0"
"3746","398.109881","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3747","398.151862","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11559 Win=64427 Len=0"
"3750","399.243458","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3751","399.291067","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11605 Win=64381 Len=0"
"3753","400.079317","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3754","400.119554","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11651 Win=64335 Len=0"
"3759","401.284082","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3760","401.337937","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=33 Ack=11697 Win=64289 Len=0"
"3826","414.716163","10.112.112.19","10.112.112.11","TCP","100","[TCP Spurious Retransmission] 57826  >  1883 [PSH, ACK] Seq=11651 Ack=33 Win=5712 Len=46"
"3827","414.716223","10.112.112.11","10.112.112.19","TCP","54","[TCP Dup ACK 3760#1] 1883  >  57826 [ACK] Seq=33 Ack=11697 Win=64289 Len=0"
"3828","414.724431","10.112.112.19","10.112.112.11","MQTT","654","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Ping Request, Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3829","414.724874","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"3831","414.970734","10.112.112.19","10.112.112.11","TCP","54","57826  >  1883 [ACK] Seq=12297 Ack=35 Win=5710 Len=0"
"3835","415.083570","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3836","415.129521","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=35 Ack=12343 Win=65489 Len=0"
"3841","416.132256","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3842","416.174473","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=35 Ack=12389 Win=65443 Len=0"
"3847","418.213589","10.112.112.19","10.112.112.11","TCP","100","[TCP Spurious Retransmission] 57826  >  1883 [PSH, ACK] Seq=12343 Ack=35 Win=5710 Len=46"
"3848","418.213675","10.112.112.11","10.112.112.19","TCP","54","[TCP Dup ACK 3842#1] 1883  >  57826 [ACK] Seq=35 Ack=12389 Win=65443 Len=0"
"3849","418.235116","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"3850","418.280980","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=35 Ack=12481 Win=65351 Len=0"
"3852","419.087580","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3855","419.140112","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=35 Ack=12527 Win=65305 Len=0"
"3857","420.125228","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3858","420.172076","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=35 Ack=12573 Win=65259 Len=0"
"3860","421.090244","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3861","421.139600","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=35 Ack=12619 Win=65213 Len=0"
"3869","422.103830","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"3870","422.153232","10.112.112.11","10.112.112.19","TCP","54","1883  >  57826 [ACK] Seq=35 Ack=12665 Win=65167 Len=0"
"3974","436.818074","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4056","445.100076","10.112.112.19","10.112.112.11","MQTT","1022","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Ping Request, Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"4059","445.118271","10.112.112.11","10.112.112.19","TCP","54","[TCP Previous segment not captured] 1883  >  57826 [FIN, ACK] Seq=37 Ack=13680 Win=64153 Len=0"
"4060","445.132805","10.112.112.19","10.112.112.11","TCP","54","[TCP Dup ACK 3831#1] 57826  >  1883 [ACK] Seq=13680 Ack=35 Win=5710 Len=0"
"4061","445.426203","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [FIN, PSH, ACK] Seq=35 Ack=13680 Win=64153 Len=2"
"4062","445.908284","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [FIN, PSH, ACK] Seq=35 Ack=13680 Win=64153 Len=2"
"4063","446.765818","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [FIN, PSH, ACK] Seq=35 Ack=13680 Win=64153 Len=2"
"4069","448.480969","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [FIN, PSH, ACK] Seq=35 Ack=13680 Win=64153 Len=2"
"4081","451.109519","10.112.112.19","10.112.112.11","TCP","58","57828  >  1883 [SYN] Seq=0 Win=5744 Len=0 MSS=1436"
"4082","451.109934","10.112.112.11","10.112.112.19","TCP","58","1883  >  57828 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"4083","451.360069","10.112.112.19","10.112.112.11","TCP","54","57828  >  1883 [ACK] Seq=1 Ack=1 Win=5744 Len=0"
"4084","451.360069","10.112.112.19","10.112.112.11","MQTT","84","Connect Command"
"4085","451.360627","10.112.112.11","10.112.112.19","MQTT","58","Connect Ack"
"4086","451.568661","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4087","451.618131","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=77 Win=65459 Len=0"
"4088","451.882504","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57826 [FIN, PSH, ACK] Seq=35 Ack=13680 Win=64153 Len=2"
"4089","452.175491","10.112.112.19","10.112.112.11","TCP","54","57826  >  1883 [RST, ACK] Seq=13680 Ack=38 Win=28694 Len=0"
"4093","454.432629","10.112.112.19","10.112.112.11","TCP","100","[TCP Spurious Retransmission] 57828  >  1883 [PSH, ACK] Seq=31 Ack=5 Win=5740 Len=46"
"4094","454.432704","10.112.112.11","10.112.112.19","TCP","54","[TCP Dup ACK 4087#1] 1883  >  57828 [ACK] Seq=5 Ack=77 Win=65459 Len=0"
"4095","454.635429","10.112.112.19","10.112.112.11","MQTT","192","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"4096","454.680365","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=215 Win=65321 Len=0"
"4099","455.474785","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4101","455.521490","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=261 Win=65275 Len=0"
"4112","456.590224","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4113","456.630262","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=307 Win=65229 Len=0"
"4116","457.916158","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4117","457.970405","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=353 Win=65183 Len=0"
"4118","458.632578","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4119","458.687072","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=399 Win=65137 Len=0"
"4182","460.986612","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4183","461.027897","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=445 Win=65091 Len=0"
"4583","481.567935","10.112.112.19","10.112.112.11","MQTT","1022","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Ping Request, Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"4584","481.568143","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [ACK] Seq=5 Ack=1414 Win=64123 Len=0"
"4585","481.568650","10.112.112.11","10.112.112.19","MQTT","56","Ping Response"
"4586","481.569230","10.112.112.11","10.112.112.19","TCP","54","1883  >  57828 [FIN, ACK] Seq=7 Ack=1414 Win=64123 Len=0"
"4587","482.138600","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57828 [FIN, PSH, ACK] Seq=5 Ack=1414 Win=64123 Len=2"
"4588","482.857421","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57828 [FIN, PSH, ACK] Seq=5 Ack=1414 Win=64123 Len=2"
"4596","484.185604","10.112.112.11","10.112.112.19","TCP","56","[TCP Retransmission] 1883  >  57828 [FIN, PSH, ACK] Seq=5 Ack=1414 Win=64123 Len=2"
"4597","484.234517","10.112.112.19","10.112.112.11","TCP","54","57828  >  1883 [RST, ACK] Seq=1414 Ack=8 Win=28694 Len=0"
"4598","485.456924","10.112.112.19","10.112.112.11","TCP","58","57829  >  1883 [SYN] Seq=0 Win=5744 Len=0 MSS=1436"
"4599","485.457165","10.112.112.11","10.112.112.19","TCP","58","1883  >  57829 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"4600","485.762768","10.112.112.19","10.112.112.11","TCP","54","57829  >  1883 [RST, ACK] Seq=1 Ack=1 Win=28694 Len=0"
"4608","487.608011","10.112.112.19","10.112.112.11","TCP","58","57830  >  1883 [SYN] Seq=0 Win=5744 Len=0 MSS=1436"
"4609","487.608353","10.112.112.11","10.112.112.19","TCP","58","1883  >  57830 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"4610","488.613032","10.112.112.11","10.112.112.19","TCP","58","[TCP Retransmission] 1883  >  57830 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"4612","490.626778","10.112.112.11","10.112.112.19","TCP","58","[TCP Retransmission] 1883  >  57830 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"4618","494.637474","10.112.112.11","10.112.112.19","TCP","58","[TCP Retransmission] 1883  >  57830 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"4625","496.318237","10.112.112.19","10.112.112.11","MQTT","84","Connect Command"
"4626","496.319139","10.112.112.11","10.112.112.19","MQTT","58","Connect Ack"
"4627","496.887059","10.112.112.11","10.112.112.19","TCP","58","[TCP Retransmission] 1883  >  57830 [PSH, ACK] Seq=1 Ack=31 Win=65505 Len=4"
"4630","497.556957","10.112.112.11","10.112.112.19","TCP","58","[TCP Retransmission] 1883  >  57830 [PSH, ACK] Seq=1 Ack=31 Win=65505 Len=4"
"4631","497.652177","10.112.112.19","10.112.112.11","TCP","54","[TCP Previous segment not captured] 57830  >  1883 [ACK] Seq=77 Ack=5 Win=5740 Len=0"
"4633","498.745158","10.112.112.19","10.112.112.11","TCP","100","[TCP Out-Of-Order] 57830  >  1883 [PSH, ACK] Seq=31 Ack=5 Win=5740 Len=46"
"4636","498.793292","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=77 Win=65459 Len=0"
"4639","499.002414","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"4640","499.043695","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=169 Win=65367 Len=0"
"4687","500.816472","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4688","500.869676","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=215 Win=65321 Len=0"
"4696","503.790609","10.112.112.19","10.112.112.11","TCP","100","[TCP Spurious Retransmission] 57830  >  1883 [PSH, ACK] Seq=169 Ack=5 Win=5740 Len=46"
"4697","503.790653","10.112.112.11","10.112.112.19","TCP","54","[TCP Dup ACK 4688#1] 1883  >  57830 [ACK] Seq=5 Ack=215 Win=65321 Len=0"
"4698","503.990215","10.112.112.19","10.112.112.11","MQTT","238","Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor], Publish Message [iot/sensor]"
"4699","504.037945","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=399 Win=65137 Len=0"
"4700","504.605197","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4701","504.645510","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=445 Win=65091 Len=0"
"4708","505.586857","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4709","505.628427","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=491 Win=65045 Len=0"
"4712","508.392925","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4713","508.437148","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=537 Win=64999 Len=0"
"4716","508.703683","10.112.112.19","10.112.112.11","MQTT","146","Publish Message [iot/sensor], Publish Message [iot/sensor]"
"4717","508.749516","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=629 Win=64907 Len=0"
"4723","511.261103","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4724","511.309404","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=675 Win=64861 Len=0"
"4726","511.548671","10.112.112.19","10.112.112.11","MQTT","100","Publish Message [iot/sensor]"
"4727","511.604401","10.112.112.11","10.112.112.19","TCP","54","1883  >  57830 [ACK] Seq=5 Ack=721 Win=64815 Len=0"
"4735","515.769156","10.112.112.19","10.112.112.11","TCP","100","[TCP Spurious Retransmission] 57830  >  1883 [PSH, ACK] Seq=675 Ack=5 Win=5740 Len=46"
"4736","515.769208","10.112.112.11","10.112.112.19","TCP","54","[TCP Dup ACK 4727#1] 1883  >  57830 [ACK] Seq=5 Ack=721 Win=64815 Len=0"
